date,seller_name,seller_city,seller_state,seller_phone,car_make,car_model,car_year,car_color,customer_name,customer_email,customer_phone,customer_address,price
2023-12-27,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Alfa Romeo,Stelvio,2001,Lavender,Mark Gay,andrewwatson@example.com,893-536-1831x805,"7593 Hoffman Way Suite 179, New Robertport, TX 10007",26017.78
2024-04-29,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Maserati,Levante,2020,LightGray,Sherri Tanner,tonya24@example.com,291.709.5367x8569,"4698 Margaret Points Suite 209, Dawnhaven, WY 62617",75943.56
2025-03-11,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,Mazda,CX-5,2002,Crimson,Todd Anderson,pneal@example.com,370-874-8907x654,"0134 Johnson Ports Suite 912, Johnathanhaven, MT 29610",74504.24
2025-02-21,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Mini,Countryman,2009,PaleVioletRed,Joseph Lee,allisonayers@example.org,300.200.3548x50751,"443 Bradshaw Streets, Hortonville, HI 28172",45011.02
2024-11-27,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Kia,Telluride,2015,Moccasin,Adrian Keller,christinavalentine@example.com,451-834-7280x6952,"904 Morgan Gateway, East Tammyland, IL 95309",83970.22
2023-09-27,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,BYD,Han,2020,Turquoise,Preston Lee,doyledean@example.com,+1-574-671-3576x86514,"65915 Donald Gateway, Port Amyhaven, NE 29788",22082.34
2025-08-27,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Chery,Tiggo 7,2012,Silver,Roger Smith,bradleygreen@example.org,818-931-7953,"8600 Elizabeth Cape Suite 831, Dustinmouth, WA 60605",27767.12
2023-10-24,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Mini,Countryman,2024,MintCream,Jose Rasmussen,maureenperez@example.org,(204)965-4500,"688 Morales Points Apt. 745, North Katherinefurt, VI 86530",75638.10
2023-12-03,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Mini,Countryman,2013,OliveDrab,Monica Blake,edyer@example.com,(641)454-3728x49181,"39262 Huff Haven, Jenniferton, AR 73060",39205.58
2024-02-07,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Toyota,Land Cruiser,2018,MediumTurquoise,Danny Price,morganwilliam@example.net,807.860.9357x208,"0875 Jacob Spring Apt. 736, Joshuatown, IL 48420",23828.12
2024-09-27,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Subaru,Legacy,2001,MediumPurple,Michelle Perry,haneycheyenne@example.org,697.911.8910x0598,"54112 Jacqueline Way Apt. 459, North Johnport, MH 58839",84790.81
2025-08-19,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Perodua,Myvi,2019,Orchid,Austin Flowers,andersonhannah@example.org,369-843-4323x53880,"5947 Jeff Freeway, Port Brettfort, MT 04460",59552.00
2025-03-29,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,BMW,Z4,2021,Thistle,Sara Simmons,ebridges@example.net,373.331.3158,"49480 Brianna Ports Suite 662, Rossstad, MI 48327",54624.33
2023-12-26,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Jaguar,E-PACE,2010,Bisque,Samantha Estes,fcooper@example.com,226-249-0367x677,"3062 Gray Well, Michaelborough, AL 91310",62185.16
2024-01-16,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Mitsubishi,Eclipse Cross,2017,IndianRed,Daniel Ramirez,ijones@example.com,(459)352-7369,"4433 Murphy Knolls Suite 312, Wendystad, GU 33316",9601.59
2024-11-28,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Audi,Q7,2024,Cyan,Colton Green,yolandabarnes@example.com,+1-387-210-9527x943,"6235 Amanda Summit, Port Shelby, IL 88075",50753.22
2024-07-13,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,Chrysler,Pacifica,2017,CadetBlue,Cheryl Barber,joannazimmerman@example.net,478-388-3545x67480,"Unit 5670 Box 5157, DPO AP 02737",49101.47
2023-09-30,Martin Group,Michelefurt,Connecticut,(370)331-5298x1138,Audi,A6,2017,Tan,Evan Mason,anne09@example.com,485.576.3261,"Unit 2991 Box 1815, DPO AE 57818",17217.37
2024-02-10,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Perodua,Axia,2021,DarkSeaGreen,Michelle Hill,richard51@example.net,+1-731-730-7553x305,"80813 Archer Dam Suite 020, South Kevin, AS 14708",31273.90
2024-06-13,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,GMC,Terrain,2024,Cyan,Amanda Morrison,amycoleman@example.com,(363)545-7038x50252,"USS Weiss, FPO AA 52014",67174.61
2025-06-15,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,CitroÃ«n,C4,2013,Coral,Mrs. Katrina Banks,ryan00@example.org,921-265-8960x634,"USS Ramirez, FPO AP 72579",35559.74
2025-02-11,Martin Group,Michelefurt,Connecticut,(370)331-5298x1138,Bentley,Continental,2000,LightGray,Kristen Lewis,matthewford@example.net,559.388.1543x565,"942 Chelsea Row, West Scott, AK 66871",21245.81
2024-10-17,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Tesla,Model Y,2002,CornflowerBlue,Ryan Mcdonald,hamptonevelyn@example.com,651.756.1264x925,"01758 Baker Camp Suite 770, West Dennisside, DC 18224",41801.97
2024-10-03,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Renault,Megane,2017,HotPink,Jon Anderson,umccarty@example.com,(504)294-5128,"31046 Rodriguez Points Apt. 158, Margaretport, AL 00700",63549.38
2024-11-01,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Toyota,Land Cruiser,2018,MediumTurquoise,Samantha Estes,fcooper@example.com,226-249-0367x677,"3062 Gray Well, Michaelborough, AL 91310",75892.74
2024-06-25,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Ford,Escape,2006,DodgerBlue,Samantha Estes,fcooper@example.com,226-249-0367x677,"3062 Gray Well, Michaelborough, AL 91310",42053.75
2024-08-14,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Volvo,XC60,2018,LightCyan,David Hopkins,elizabeth74@example.com,001-705-530-2246x142,"296 Tiffany Union Suite 179, New Katiefort, DC 15267",56439.64
2025-05-02,Martin Group,Michelefurt,Connecticut,(370)331-5298x1138,Nissan,Murano,2005,NavajoWhite,Rebecca Sullivan,qsanders@example.com,(619)826-6429x98095,"906 Matthew Locks Apt. 708, New Vanessa, LA 83466",47117.92
2024-04-06,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Mercedes-Benz,GLE,2004,YellowGreen,Christian Sampson,patricia86@example.org,396-540-9412x041,"42967 Vargas Harbors, North Benjamin, VI 99694",18716.24
2025-06-11,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Genesis,GV70,2006,LightCoral,Gabriel Doyle,emilyjefferson@example.org,743.879.1620,"89469 Orozco Motorway Suite 292, Joshuafort, WI 75643",40037.13
2025-01-05,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,CitroÃ«n,C3,2018,Beige,Mark Johnson,hardinchristopher@example.com,400.622.2268x184,"2290 Johnson Inlet, Jasonfurt, ND 85766",72196.82
2024-04-07,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Honda,CR-V,2009,SkyBlue,Jose Mcdonald,charles23@example.org,533.890.3670,"6710 Lewis Parkway, North Nathanchester, MA 04837",79059.67
2025-06-16,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Mazda,Mazda3,2013,White,Jessica Smith,tobrien@example.net,(549)682-8883,"536 Gene Flats Apt. 225, West Lisafurt, AR 87244",48791.07
2024-06-23,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Ferrari,Portofino,2024,DarkOrange,Sara Simmons,ebridges@example.net,373.331.3158,"49480 Brianna Ports Suite 662, Rossstad, MI 48327",93753.76
2025-02-13,Thomas LLC,Rosestad,West Virginia,673-995-4576,Infiniti,QX50,2011,Violet,Linda Murray,colemanjamie@example.org,001-605-499-4167x580,"5555 Bennett Trail, South Gina, NY 38243",84519.26
2025-07-18,Cook-Murphy,Ballshire,California,664.791.3190x014,Mitsubishi,Outlander,2021,Aquamarine,Jennifer Parks,ybrown@example.net,6612292117,"9852 Evans Trace Apt. 327, East Brendan, NM 06626",53134.63
2025-03-25,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Proton,X70,2004,DarkBlue,Emily Cooper,ellisonlauren@example.com,303.804.9396x7701,"47823 Edwards Corner, Barryburgh, AL 51772",76854.41
2024-05-30,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Buick,Enclave,2012,MediumSpringGreen,Rachel Williams,joannmoreno@example.org,001-374-731-1107x415,"962 Navarro Fork Apt. 267, Carterbury, MP 19864",37172.83
2023-12-06,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Subaru,Legacy,2018,Beige,Melissa Jacobs,julia73@example.net,+1-503-870-4547,"83290 Margaret Land Suite 304, Port Molly, IL 72424",25798.15
2025-03-11,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Porsche,Taycan,2010,Snow,Gabriel Doyle,emilyjefferson@example.org,743.879.1620,"89469 Orozco Motorway Suite 292, Joshuafort, WI 75643",69974.80
2024-09-17,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Aston Martin,DB11,2003,Linen,Kathleen Tate,josephparker@example.org,746-635-2798x879,"9059 Price Lodge Apt. 747, Johnsonstad, VT 66254",45278.72
2025-01-30,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Buick,Regal,2001,DarkGoldenRod,Diane Thomas,jasmineromero@example.com,+1-489-573-4066,"161 Evans Walk Apt. 345, West Scott, OR 70990",41188.63
2023-12-18,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Rolls-Royce,Phantom,2009,LightGreen,Hayley Reynolds,castillolauren@example.com,6358309515,"49200 Wilcox Prairie Suite 581, Rickybury, IA 74627",12080.51
2023-12-29,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Genesis,GV80,2012,MediumSlateBlue,John Gallegos,wagnerdoris@example.net,001-456-658-7967x394,"95299 Rebecca Light Apt. 527, East Andrea, TX 89493",26919.53
2024-02-22,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Ford,Explorer,2016,AntiqueWhite,William Burke,shanegarcia@example.com,912-303-8661,"4897 Morton Ville Suite 357, Adamfurt, ND 73891",62248.45
2025-05-23,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Chery,Tiggo 8,2023,Bisque,William Sanchez,crhodes@example.org,881.970.7223x4813,"981 Joseph Manors Apt. 234, West Aliciaton, MN 47809",42090.18
2025-03-22,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Chery,Tiggo 8,2019,DarkGoldenRod,Thomas Brown,george03@example.com,727-327-4886x2670,"95361 Robertson Station Apt. 187, New Dorothy, LA 62326",39895.01
2025-04-19,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Jeep,Compass,2006,Aqua,William Burke,shanegarcia@example.com,912-303-8661,"4897 Morton Ville Suite 357, Adamfurt, ND 73891",21704.98
2024-12-17,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Volvo,XC60,2018,LightCyan,Richard Johnson,stricklandrebecca@example.net,(527)585-6262x5096,"72367 Bobby Club Suite 651, Port Susan, MA 20043",84314.49
2023-10-14,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,BYD,Tang,2022,Gainsboro,Charles Cunningham,danielmurphy@example.net,001-309-520-6793x355,"0804 Weeks Rapid Suite 944, North Gina, AK 15432",58672.35
2024-07-12,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,Hyundai,Elantra,2002,FireBrick,Michelle Bennett,janice61@example.net,(961)598-0927x469,"60392 Tran Ford, Josephborough, GU 86835",15958.28
2025-08-23,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Tesla,Cybertruck,2020,SkyBlue,Anthony Davenport,banksgabrielle@example.com,877-817-9544x5716,"644 John Forge Apt. 593, Port Kristine, AK 72766",46581.45
2025-06-02,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Ferrari,488,2007,MediumSeaGreen,Mrs. Jennifer Nelson,kelseymatthews@example.net,246-962-1807x304,"00278 Higgins Pass Apt. 172, North Grantshire, OH 33462",15759.30
2024-02-02,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Volkswagen,Tiguan,2009,Blue,Amber Reed,amandahamilton@example.org,855.868.4713x51950,"290 Robert Flat, New Christopher, MS 50725",63965.54
2023-10-17,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Porsche,Macan,2009,DarkRed,Lawrence Hawkins,erica14@example.net,+1-959-712-1647x662,"62379 Michael Villages, East Kevinstad, FL 00969",62934.20
2024-05-22,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Jaguar,F-Type,2023,Khaki,Tamara Taylor,barrettjamie@example.com,355-622-5676x93433,"17850 Katelyn Trail Suite 937, New Davidshire, WA 35376",61892.30
2023-11-27,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Fiat,Doblo,2001,Pink,Kara Montgomery,wardanthony@example.org,001-873-213-6066x724,"7774 Lindsey Place Suite 598, Lake Nicholasberg, OR 53029",51645.21
2024-08-12,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Great Wall,Haval H6,2005,SeaGreen,Kylie Jacobs,phillipsharold@example.com,(989)276-6466x200,"320 Mccarty Green, Troyberg, WV 76151",9589.04
2025-08-01,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Bentley,Flying Spur,2012,LightSeaGreen,Karen Castro,tammycarey@example.org,(692)901-7119,"PSC 0307, Box 1306, APO AP 49762",43998.43
2024-09-20,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Subaru,Forester,2016,Peru,Diane Thomas,jasmineromero@example.com,+1-489-573-4066,"161 Evans Walk Apt. 345, West Scott, OR 70990",51400.96
2024-08-08,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,BYD,Dolphin,2012,Azure,Laurie Watson DDS,vevans@example.net,001-530-481-5671,"562 Thomas Lane Suite 935, East Alicia, NH 93684",38388.66
2025-07-08,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Jeep,Renegade,2003,Linen,Jennifer Walker MD,nwilliams@example.net,466-719-0827,"664 Melissa Gardens Apt. 933, Port Christopher, NE 67464",82504.50
2024-04-14,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Ford,Mustang,2013,GhostWhite,Sabrina Andrade,tiffanyduran@example.org,214.923.3862x4133,"24896 Thomas Underpass, West Cassidyview, NJ 58228",41311.99
2025-01-24,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Genesis,GV70,2006,LightCoral,Linda Peters,lisa10@example.net,+1-393-297-8271x303,"430 Williams Hollow, East Tiffanyland, CO 50845",38928.49
2024-08-23,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Jeep,Cherokee,2019,WhiteSmoke,Kristen Lewis,matthewford@example.net,559.388.1543x565,"942 Chelsea Row, West Scott, AK 66871",40491.66
2025-04-29,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Maserati,Quattroporte,2018,Indigo,Eric Webb,opratt@example.org,(389)995-4663x2925,"989 Roy Burgs, New Miguelbury, FL 67319",32671.20
2024-01-11,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Mazda,CX-5,2021,SteelBlue,Brittany Smith,dnoble@example.org,+1-491-283-2565x8073,"PSC 0190, Box 9590, APO AE 44049",91913.85
2025-08-18,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Rolls-Royce,Cullinan,2023,SlateGray,Joseph Lee,allisonayers@example.org,300.200.3548x50751,"443 Bradshaw Streets, Hortonville, HI 28172",46995.27
2024-10-03,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Maserati,Levante,2020,LightGray,Karen Castro,tammycarey@example.org,(692)901-7119,"PSC 0307, Box 1306, APO AP 49762",9832.74
2024-10-07,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Kia,Telluride,2015,Moccasin,Joseph Barber,sarahlopez@example.org,+1-428-348-2495,"91611 Tara Meadows Apt. 940, Manningstad, HI 73171",45405.53
2024-11-23,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Lincoln,Aviator,2022,WhiteSmoke,Paula Blanchard,juan93@example.net,642.902.6667,"8853 Kimberly Via Apt. 729, Curtismouth, AS 34034",93114.24
2025-02-14,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Dodge,Ram 1500,2006,DarkTurquoise,Kevin Adams,charlesfriedman@example.com,+1-623-555-8401x391,"2008 Mueller Valleys, Zacharyview, IA 54475",9173.69
2025-09-05,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Tata,Harrier,2001,HotPink,Jeremiah Mahoney,yburke@example.net,614.416.9197,"16406 Leonard Locks, East Clayton, CO 44531",32010.39
2025-04-13,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Porsche,Cayenne,2012,LightSalmon,Scott Kelley,julia33@example.org,(589)910-9112x37639,"92961 Teresa Roads, Port Michaelfurt, FM 88185",62642.72
2024-04-10,Cook-Murphy,Ballshire,California,664.791.3190x014,Suzuki,Baleno,2009,Salmon,Travis Frye,welchcody@example.com,9715793702,"PSC 4016, Box 0203, APO AP 27573",14471.40
2025-07-12,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Mahindra,Thar,2012,Aqua,Brandi Cunningham,donaldroth@example.net,301-267-2749,"3326 Gardner Gardens Suite 547, East Stephenborough, NM 63958",75340.59
2024-07-21,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Seat,Ateca,2016,OldLace,Kim Hernandez,rhonda17@example.org,001-633-913-2582x39714,"9374 Brown Course, Gonzalezchester, WY 81012",25077.91
2024-05-29,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,CitroÃ«n,C3,2015,PeachPuff,Sarah Garcia,elizabeth21@example.com,793-555-0260x88925,"67334 Palmer Plains Apt. 574, West Kristin, VT 48580",27784.18
2024-06-14,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Ford,Escape,2011,LightYellow,Kylie Jacobs,phillipsharold@example.com,(989)276-6466x200,"320 Mccarty Green, Troyberg, WV 76151",47229.95
2024-06-20,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Lincoln,Corsair,2010,Silver,Summer Hood,srichardson@example.org,(900)390-6940x62600,"6745 Johnston Meadow, West Stephaniehaven, WI 15073",80598.06
2025-01-13,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Ford,Escape,2011,LightYellow,April Gordon,vfoster@example.com,637-681-1439x823,"045 Joseph Ridge, Port Justin, MP 46616",85985.40
2024-04-24,Thomas LLC,Rosestad,West Virginia,673-995-4576,Honda,Odyssey,2003,LightGreen,Jon Anderson,umccarty@example.com,(504)294-5128,"31046 Rodriguez Points Apt. 158, Margaretport, AL 00700",34164.43
2025-02-02,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Maserati,Quattroporte,2007,PapayaWhip,Jennifer Smith,billyyang@example.net,(878)312-4295,"Unit 3964 Box 2477, DPO AP 14240",61686.07
2024-05-02,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Jaguar,F-PACE,2016,Orchid,Edward Smith,jmann@example.org,001-655-909-0298x706,"31760 Mitchell Valley Apt. 147, Ericstad, DE 29374",97775.66
2024-07-21,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Dacia,Logan,2003,SaddleBrown,Edward Medina,nielsenmichelle@example.net,(316)547-0706,"4358 Preston Creek Suite 142, Jenniferview, MI 63446",59960.36
2024-01-28,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,BMW,Z4,2009,MediumOrchid,Kimberly Hanson,patrick32@example.org,001-740-902-6502x63974,"49955 James Springs Suite 997, North Marytown, MD 65649",44105.52
2025-09-01,Thomas LLC,Rosestad,West Virginia,673-995-4576,Porsche,Cayenne,2008,Moccasin,Sara Simmons,ebridges@example.net,373.331.3158,"49480 Brianna Ports Suite 662, Rossstad, MI 48327",51434.83
2025-05-29,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Tata,Nexon,2005,LightSalmon,Lisa Green,jason57@example.org,540-997-7253,"072 Andrea Trail, New Brandonhaven, HI 53295",58667.09
2024-11-08,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Audi,A4,2019,DarkRed,Michael Roth,solisdavid@example.com,681-241-8467x5964,"314 James Isle Suite 856, Beckview, MT 52670",40358.41
2023-09-24,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Maserati,Ghibli,2011,MediumTurquoise,Laura Dougherty,bobby41@example.com,001-205-459-3916x7410,"946 Morgan Crest Suite 701, New Paultown, TX 67284",8803.01
2024-11-20,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Perodua,Axia,2016,MediumSpringGreen,Mrs. Kelsey Carter,nburke@example.com,001-792-973-8789x8309,"45569 Willie Lights, Weberstad, LA 78894",99706.48
2024-09-09,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,Mitsubishi,Eclipse Cross,2014,Ivory,David Chapman,kjohnson@example.net,001-905-679-1714x92369,"62455 Pacheco Ranch, Port Jennyborough, SD 71544",9315.26
2025-01-15,Martin Group,Michelefurt,Connecticut,(370)331-5298x1138,Mini,Cooper,2017,DarkGray,Michelle Smith,qhart@example.com,001-752-643-4577,"411 Renee Manors Apt. 203, Lake Krista, OH 70478",29202.70
2024-04-13,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Genesis,GV70,2000,FloralWhite,Edward Avery,fernandezgregory@example.net,939.873.1070x105,"553 Howard Plains Suite 612, Shahport, DC 27751",71401.25
